Average,City,Code,Direction,Full,Location,Maximum,Minimum,Month,Precipitation,Speed,State,Week of,Year
41,Lubbock,LBB,9,12/4/2016,"Lubbock, TX",50,33,12,0.43,6.87,Texas,4,2016
46,Midland,MAF,7,12/4/2016,"Midland, TX",53,38,12,0.33,8.27,Texas,4,2016
48,San Angelo,SJT,8,12/4/2016,"San Angelo, TX",56,40,12,0.42,7.65,Texas,4,2016
53,San Antonio,SAT,5,12/4/2016,"San Antonio, TX",59,47,12,5.52,8.12,Texas,4,2016
56,Victoria,VCT,4,12/4/2016,"Victoria, TX",62,49,12,1.98,10.22,Texas,4,2016
50,Waco,ACT,16,12/4/2016,"Waco, TX",59,42,12,0.92,7.52,Texas,4,2016
46,Wichita Falls,SPS,16,12/4/2016,"Wichita Falls, TX",55,36,12,0.82,7.72,Texas,4,2016
32,Salt Lake City,SLC,23,12/4/2016,"Salt Lake City, UT",38,27,12,0.02,5.32,Utah,4,2016
43,Blacksburg,BCB,25,12/4/2016,"Blacksburg, VA",48,38,12,0.2,9.15,VA,4,2016
39,Burlington,BTV,28,12/4/2016,"Burlington, VT",42,35,12,0.44,8.32,Vermont,4,2016
39,Lynchburg,LYH,22,12/4/2016,"Lynchburg, VA",49,29,12,0.21,2.62,Virginia,4,2016
51,Norfolk,ORF,31,12/4/2016,"Norfolk, VA",57,44,12,0.02,4.5,Virginia,4,2016
44,Richmond,RIC,22,12/4/2016,"Richmond, VA",54,34,12,0.25,5.07,Virginia,4,2016
43,Roanoke,ROA,25,12/4/2016,"Roanoke, VA",48,38,12,0.2,9.15,Virginia,4,2016
46,Wallops Island,WAL,30,12/4/2016,"Wallops Island, VA",54,37,12,0.07,6.87,Virginia,4,2016
48,Washington,DCA,28,12/4/2016,"Washington, VA",54,42,12,0.19,9.27,Virginia,4,2016
33,Deer Park,DEW,19,12/4/2016,"Deer Park, WA",38,28,12,0.18,5.7,Washington,4,2016
35,Ephrata,EPH,13,12/4/2016,"Ephrata, WA",44,26,12,0.02,4.52,Washington,4,2016
42,Olympia,OLM,21,12/4/2016,"Olympia, WA",46,37,12,0.89,8.12,Washington,4,2016
43,Quillayute,UIL,21,12/4/2016,"Quillayute, WA",48,38,12,2.84,4,Washington,4,2016
44,Seattle,SEA,18,12/4/2016,"Seattle, WA",47,40,12,0.63,8.97,Washington,4,2016
33,Spokane,GEG,21,12/4/2016,"Spokane, WA",39,27,12,0.04,11.4,Washington,4,2016
37,Yakima,YKM,20,12/4/2016,"Yakima, WA",49,24,12,0,2.8,Washington,4,2016
35,Beckley,BKW,26,12/4/2016,"Beckley, WV",39,30,12,0.07,7.37,West Virginia,4,2016
40,Charleston,CRW,22,12/4/2016,"Charleston, WV",44,35,12,0.11,4.57,West Virginia,4,2016
36,Elkins,EKN,23,12/4/2016,"Elkins, WV",40,32,12,0.12,5.12,West Virginia,4,2016
39,Huntington,HTS,24,12/4/2016,"Huntington, WV",44,34,12,0.06,4.12,West Virginia,4,2016
35,Green Bay,GRB,25,12/4/2016,"Green Bay, WI",37,33,12,0.34,7.37,Wisconsin,4,2016
36,La Crosse,LSE,25,12/4/2016,"La Crosse, WI",38,33,12,0.31,6.95,Wisconsin,4,2016
33,Madison,MSN,26,12/4/2016,"Madison, WI",35,31,12,0.46,4.35,Wisconsin,4,2016
35,Milwaukee,MKE,26,12/4/2016,"Milwaukee, WI",38,32,12,0.33,6.82,Wisconsin,4,2016
27,Casper,CPR,22,12/4/2016,"Casper, WY",37,16,12,0.01,13.02,Wyoming,4,2016
27,Cheyenne,CYS,26,12/4/2016,"Cheyenne, WY",37,17,12,0.01,9.12,Wyoming,4,2016
24,Lander,LND,25,12/4/2016,"Lander, WY",35,13,12,0.01,3.65,Wyoming,4,2016
20,Rawlins,RWL,22,12/4/2016,"Rawlins, WY",28,11,12,0.02,13.4,Wyoming,4,2016
30,Sheridan,SHR,23,12/4/2016,"Sheridan, WY",42,18,12,0.01,2.67,Wyoming,4,2016
44,Birmingham,BHM,22,12/11/2016,"Birmingham, AL",52,35,12,0.93,5.75,Alabama,11,2016
42,Huntsville,HSV,23,12/11/2016,"Huntsville, AL",50,34,12,1.8,6.31,Alabama,11,2016
51,Mobile,MOB,16,12/11/2016,"Mobile, AL",59,42,12,1.22,6.87,Alabama,11,2016
49,Montgomery,MGM,20,12/11/2016,"Montgomery, AL",58,40,12,1.31,5.92,Alabama,11,2016
12,Anchorage,ANC,15,12/11/2016,"Anchorage, AK",18,6,12,0.03,6.65,Alaska,11,2016
30,Annette,ANN,9,12/11/2016,"Annette, AK",34,25,12,0,4.18,Alaska,11,2016
-3,Bethel,BET,7,12/11/2016,"Bethel, AK",0,-7,12,0,15.71,Alaska,11,2016
-19,Bettles,BTT,30,12/11/2016,"Bettles, AK",-11,-27,12,0,3.28,Alaska,11,2016
29,Cold Bay,CDB,25,12/11/2016,"Cold Bay, AK",33,24,12,1.21,13.48,Alaska,11,2016
22,Cordova,CDV,9,12/11/2016,"Cordova, AK",30,13,12,0.08,1.4,Alaska,11,2016
-5,Delta Junction/Ft Greely,BIG,11,12/11/2016,"Delta Junction/Ft Greely, AK",2,-13,12,0,14,Alaska,11,2016
-21,Fairbanks,FAI,3,12/11/2016,"Fairbanks, AK",-16,-27,12,0,2.57,Alaska,11,2016
-20,Gulkana,GKN,33,12/11/2016,"Gulkana, AK",-11,-28,12,0.47,0.85,Alaska,11,2016
60,Gustavus,GST,34,12/11/2016,"Gustavus, AK",60,60,12,0,5.15,Alaska,11,2016
20,Homer,HOM,4,12/11/2016,"Homer, AK",26,13,12,0.08,4.81,Alaska,11,2016
10,Iliamna,ILI,36,12/11/2016,"Iliamna, AK",15,4,12,0,11.84,Alaska,11,2016
16,Juneau,JNU,9,12/11/2016,"Juneau, AK",22,9,12,0.6,4.55,Alaska,11,2016
5,Kenai,ENA,4,12/11/2016,"Kenai, AK",16,-5,12,0.01,6.04,Alaska,11,2016
25,Ketchikan,KTN,25,12/11/2016,"Ketchikan, AK",30,20,12,0,3.81,Alaska,11,2016
6,King Salmon,AKN,30,12/11/2016,"King Salmon, AK",14,-1,12,0.25,10.34,Alaska,11,2016
32,Kodiak,ADQ,29,12/11/2016,"Kodiak, AK",36,28,12,1.44,10.71,Alaska,11,2016
-6,Kotzebue,OTZ,7,12/11/2016,"Kotzebue, AK",-2,-10,12,0,6.61,Alaska,11,2016
-18,Mc Grath,MCG,16,12/11/2016,"Mc Grath, AK",-11,-24,12,0,3.43,Alaska,11,2016
3,Nome,OME,4,12/11/2016,"Nome, AK",17,-10,12,0,3.37,Alaska,11,2016
-18,Northway,ORT,15,12/11/2016,"Northway, AK",-10,-26,12,0,0.62,Alaska,11,2016
8,Palmer,PAQ,8,12/11/2016,"Palmer, AK",16,0,12,0.01,1.05,Alaska,11,2016
60,Petersburg,PSG,22,12/11/2016,"Petersburg, AK",60,60,12,0,1.5,Alaska,11,2016
28,Sitka,SIT,7,12/11/2016,"Sitka, AK",33,24,12,0.14,7.08,Alaska,11,2016
18,Skagway,SGY,2,12/11/2016,"Skagway, AK",20,15,12,0,14.05,Alaska,11,2016
30,St Paul Island,SNP,13,12/11/2016,"St Paul Island, AK",34,26,12,0.13,10.01,Alaska,11,2016
11,Talkeetna,TKA,3,12/11/2016,"Talkeetna, AK",17,4,12,0,7.15,Alaska,11,2016
-9,Tanana,TAL,10,12/11/2016,"Tanana, AK",-3,-15,12,0,6.05,Alaska,11,2016
60,Unalakleet,UNK,7,12/11/2016,"Unalakleet, AK",60,60,12,0,13.7,Alaska,11,2016
-8,Utqiagvik (Barrow),BRW,15,12/11/2016,"Utqiagvik (Barrow), AK",-1,-16,12,0,9.58,Alaska,11,2016
60,Wrangell,WRG,8,12/11/2016,"Wrangell, AK",60,60,12,0,10,Alaska,11,2016
22,Yakutat,YAK,8,12/11/2016,"Yakutat, AK",29,14,12,0.38,4.24,Alaska,11,2016
48,Douglas Bisbee,DUG,12,12/11/2016,"Douglas Bisbee, AZ",66,30,12,0,2.74,Arizona,11,2016
47,Kingman,IGM,17,12/11/2016,"Kingman, AZ",59,34,12,0,4.41,Arizona,11,2016
58,Phoenix,PHX,13,12/11/2016,"Phoenix, AZ",69,46,12,0,2.38,Arizona,11,2016
57,Tucson,TUS,13,12/11/2016,"Tucson, AZ",71,43,12,0,2.41,Arizona,11,2016
42,Winslow,INW,21,12/11/2016,"Winslow, AZ",59,25,12,0,3.18,Arizona,11,2016
40,Fort Smith,FSM,15,12/11/2016,"Fort Smith, AR",47,33,12,0.35,5.72,Arkansas,11,2016
33,Harrison,HRO,22,12/11/2016,"Harrison, AR",40,26,12,0.47,6.07,Arkansas,11,2016
39,North Little Rock,LZK,0,12/11/2016,"North Little Rock, AR",45,33,12,0.48,0,Arkansas,11,2016
55,Bakersfield,BFL,18,12/11/2016,"Bakersfield, CA",63,46,12,0.04,1.47,California,11,2016
43,Bishop,BIH,28,12/11/2016,"Bishop, CA",58,27,12,0,3.44,California,11,2016
49,Concord,CCR,18,12/11/2016,"Concord, CA",56,42,12,1.06,3.08,California,11,2016
46,Eureka,EKA,0,12/11/2016,"Eureka, CA",52,39,12,2.86,0,California,11,2016
51,Fresno,FAT,19,12/11/2016,"Fresno, CA",58,44,12,0.41,3.4,California,11,2016
53,Hayward,HWD,20,12/11/2016,"Hayward, CA",58,47,12,1.08,3.38,California,11,2016
58,Long Beach,LGB,24,12/11/2016,"Long Beach, CA",64,52,12,0,1.28,California,11,2016
59,Los Angeles,LAX,21,12/11/2016,"Los Angeles, CA",64,53,12,0.05,1.87,California,11,2016
43,Red Bluff,RBL,28,12/11/2016,"Red Bluff, CA",51,36,12,1.52,4.07,California,11,2016
43,Redding,RDD,27,12/11/2016,"Redding, CA",51,34,12,2.13,2.25,California,11,2016
47,Sacramento,SAC,24,12/11/2016,"Sacramento, CA",54,39,12,1.21,2.42,California,11,2016
53,Salinas,SNS,18,12/11/2016,"Salinas, CA",60,46,12,0.44,5.7,California,11,2016
59,San Diego,SAN,26,12/11/2016,"San Diego, CA",65,54,12,0,3.92,California,11,2016
53,San Francisco,SFO,20,12/11/2016,"San Francisco, CA",57,48,12,2.44,6.1,California,11,2016
49,Sandberg,SDB,27,12/11/2016,"Sandberg, CA",56,41,12,0,11.01,California,11,2016
55,Santa Barbara,SBA,18,12/11/2016,"Santa Barbara, CA",64,46,12,0.04,2.08,California,11,2016
55,Santa Maria,SMX,27,12/11/2016,"Santa Maria, CA",62,47,12,0.51,3.58,California,11,2016
49,Stockton,SCK,22,12/11/2016,"Stockton, CA",57,42,12,0.59,6.12,California,11,2016
21,Alamosa,ALS,25,12/11/2016,"Alamosa, CO",41,1,12,0,3.18,Colorado,11,2016
26,Colorado Springs,COS,12,12/11/2016,"Colorado Springs, CO",40,11,12,0.1,5.14,Colorado,11,2016
17,Craig,CAG,17,12/11/2016,"Craig, CO",31,3,12,0.55,4.5,Colorado,11,2016
22,Denver,DEN,15,12/11/2016,"Denver, CO",38,6,12,0.14,5.38,Colorado,11,2016
27,Grand Junction,GJT,11,12/11/2016,"Grand Junction, CO",37,17,12,0.05,2.14,Colorado,11,2016
29,Pueblo,PUB,18,12/11/2016,"Pueblo, CO",44,13,12,0,4.88,Colorado,11,2016
37,Bridgeport,BDR,20,12/11/2016,"Bridgeport, CT",43,30,12,0.55,5.9,Connecticut,11,2016
31,Windsor Locks,BDL,24,12/11/2016,"Windsor Locks, CT",39,22,12,0.25,4.41,Connecticut,11,2016
37,Wilmington,ILG,23,12/11/2016,"Wilmington, DE",43,29,12,0.78,7.74,Delaware,11,2016
64,Daytona Beach,DAB,21,12/11/2016,"Daytona Beach, FL",74,54,12,0.62,6.71,Florida,11,2016
76,Fort Lauderdale,FLL,16,12/11/2016,"Fort Lauderdale, FL",81,71,12,2.1,9.25,Florida,11,2016
61,Gainesville,GNV,17,12/11/2016,"Gainesville, FL",73,48,12,1.53,6.07,Florida,11,2016
60,Jacksonville,JAX,16,12/11/2016,"Jacksonville, FL",71,49,12,1.93,6.31,Florida,11,2016
78,Key West,EYW,6,12/11/2016,"Key West, FL",82,73,12,0.13,9.74,Florida,11,2016
75,Miami,MIA,18,12/11/2016,"Miami, FL",80,70,12,1.86,7.22,Florida,11,2016
67,Orlando,MCO,21,12/11/2016,"Orlando, FL",76,57,12,0.78,8.47,Florida,11,2016
55,Pensacola,PNS,20,12/11/2016,"Pensacola, FL",63,46,12,4.47,7.04,Florida,11,2016
56,Tallahassee,TLH,21,12/11/2016,"Tallahassee, FL",66,45,12,2.87,6.18,Florida,11,2016
67,Tampa,TPA,16,12/11/2016,"Tampa, FL",75,59,12,0.37,6.65,Florida,11,2016
70,Vero Beach,VRB,21,12/11/2016,"Vero Beach, FL",77,62,12,1.2,8.4,Florida,11,2016
74,West Palm Beach,PBI,17,12/11/2016,"West Palm Beach, FL",79,69,12,1.87,10.37,Florida,11,2016
54,Alma,AMG,20,12/11/2016,"Alma, GA",65,43,12,3.77,3.34,Georgia,11,2016
42,Athens,AHN,16,12/11/2016,"Athens, GA",49,34,12,1.03,4.17,Georgia,11,2016
45,Atlanta,ATL,22,12/11/2016,"Atlanta, GA",53,37,12,1.11,7.17,Georgia,11,2016
48,Augusta,AGS,17,12/11/2016,"Augusta, GA",57,38,12,1.57,3.24,Georgia,11,2016
49,Macon,MCN,23,12/11/2016,"Macon, GA",59,39,12,2.11,5.41,Georgia,11,2016
54,Savannah,SAV,17,12/11/2016,"Savannah, GA",65,44,12,3.34,4.42,Georgia,11,2016
73,Hilo,ITO,22,12/11/2016,"Hilo, HI",79,68,12,1.94,2.42,Hawaii,11,2016
74,Honolulu,HNL,20,12/11/2016,"Honolulu, HI",79,68,12,0.36,1.92,Hawaii,11,2016
75,Kahului,OGG,12,12/11/2016,"Kahului, HI",80,70,12,3.32,5.08,Hawaii,11,2016
74,Kaunakakai,MKK,13,12/11/2016,"Kaunakakai, HI",79,69,12,2.11,4.37,Hawaii,11,2016
73,Lihue,LIH,25,12/11/2016,"Lihue, HI",79,67,12,0.28,2.78,Hawaii,11,2016
26,Boise,BOI,19,12/11/2016,"Boise, ID",32,20,12,0.79,4.05,Idaho,11,2016
26,Lewiston,LWS,18,12/11/2016,"Lewiston, ID",31,19,12,0.26,1.78,Idaho,11,2016
20,Pocatello,PIH,20,12/11/2016,"Pocatello, ID",29,10,12,0.87,7.75,Idaho,11,2016
26,Chicago,ORD,24,12/11/2016,"Chicago, IL",29,22,12,0.57,9.95,Illinois,11,2016
26,Moline,MLI,24,12/11/2016,"Moline, IL",30,22,12,0.34,8.54,Illinois,11,2016
28,Peoria,PIA,24,12/11/2016,"Peoria, IL",32,24,12,0.15,7.35,Illinois,11,2016
29,Quincy,UIN,23,12/11/2016,"Quincy, IL",34,23,12,0.1,8.27,Illinois,11,2016
24,Rockford,RFD,23,12/11/2016,"Rockford, IL",28,20,12,0.52,8.94,Illinois,11,2016
31,Springfield,SPI,23,12/11/2016,"Springfield, IL",34,26,12,0.08,7.72,Illinois,11,2016
34,Evansville,EVV,24,12/11/2016,"Evansville, IN",40,28,12,1.1,5.41,Indiana,11,2016
28,Fort Wayne,FWA,25,12/11/2016,"Fort Wayne, IN",32,23,12,0.76,9.72,Indiana,11,2016
30,Indianapolis,IND,23,12/11/2016,"Indianapolis, IN",35,24,12,0.29,8.2,Indiana,11,2016
26,South Bend,SBN,22,12/11/2016,"South Bend, IN",30,23,12,0.71,9.34,Indiana,11,2016
22,Cedar Rapids,CID,24,12/11/2016,"Cedar Rapids, IA",26,18,12,0.07,9.85,Iowa,11,2016
25,Des Moines,DSM,26,12/11/2016,"Des Moines, IA",32,18,12,0.05,11.2,Iowa,11,2016
21,Dubuque,DBQ,22,12/11/2016,"Dubuque, IA",25,17,12,0.3,10.24,Iowa,11,2016
22,Sioux City,SUX,27,12/11/2016,"Sioux City, IA",29,15,12,0.08,11.52,Iowa,11,2016
21,Waterloo,ALO,21,12/11/2016,"Waterloo, IA",26,16,12,0.26,9.68,Iowa,11,2016
26,Concordia,CNK,25,12/11/2016,"Concordia, KS",34,17,12,0.03,8.41,Kansas,11,2016
28,Dodge City,DDC,22,12/11/2016,"Dodge City, KS",38,18,12,0,10.1,Kansas,11,2016
22,Goodland,GLD,27,12/11/2016,"Goodland, KS",36,8,12,0.09,6.47,Kansas,11,2016
29,Medicine Lodge,P28,22,12/11/2016,"Medicine Lodge, KS",39,19,12,0,8.11,Kansas,11,2016
29,Topeka,TOP,24,12/11/2016,"Topeka, KS",37,19,12,0.05,6.27,Kansas,11,2016
31,Wichita,ICT,22,12/11/2016,"Wichita, KS",40,21,12,0,9.5,Kansas,11,2016
31,Covington,CVG,22,12/11/2016,"Covington, KY",36,26,12,0.73,6.4,Kentucky,11,2016
36,Jackson,JKL,26,12/11/2016,"Jackson, KY",43,29,12,0.75,2.01,Kentucky,11,2016
34,Lexington,LEX,24,12/11/2016,"Lexington, KY",40,27,12,1.36,5.8,Kentucky,11,2016
35,Louisville,SDF,23,12/11/2016,"Louisville, KY",41,29,12,1.24,6.4,Kentucky,11,2016
35,Paducah,PAH,25,12/11/2016,"Paducah, KY",42,27,12,0.92,5.67,Kentucky,11,2016
51,Baton Rouge,BTR,8,12/11/2016,"Baton Rouge, LA",60,42,12,0.97,6.5,Louisiana,11,2016
52,Lake Charles,LCH,9,12/11/2016,"Lake Charles, LA",59,44,12,1.07,8.87,Louisiana,11,2016
54,New Orleans,MSY,9,12/11/2016,"New Orleans, LA",60,47,12,2.31,7.65,Louisiana,11,2016
47,Shreveport,SHV,11,12/11/2016,"Shreveport, LA",53,40,12,0.43,7.2,Louisiana,11,2016
52,Slidell,ASD,7,12/11/2016,"Slidell, LA",60,42,12,1.87,5.2,Louisiana,11,2016
22,Bangor,BGR,23,12/11/2016,"Bangor, ME",28,15,12,0.1,4.38,Maine,11,2016
14,Caribou,CAR,22,12/11/2016,"Caribou, ME",21,6,12,0.02,4.15,Maine,11,2016
26,Portland,PWM,30,12/11/2016,"Portland, ME",33,18,12,0.19,5.02,Maine,11,2016
37,Baltimore,BWI,23,12/11/2016,"Baltimore, MD",44,30,12,1.08,6.98,Maryland,11,2016
37,Salisbury,SBY,24,12/11/2016,"Salisbury, MD",45,30,12,1.45,5.98,Maryland,11,2016
33,Boston,BOS,25,12/11/2016,"Boston, MA",38,28,12,0.24,7.38,Massachusetts,11,2016
30,Milton,MQE,27,12/11/2016,"Milton, MA",36,24,12,0.29,7.04,Massachusetts,11,2016
28,Worcester,ORH,27,12/11/2016,"Worcester, MA",33,23,12,0.33,7.28,Massachusetts,11,2016
27,Alpena,APN,23,12/11/2016,"Alpena, MI",32,22,12,0.19,6.14,Michigan,11,2016
31,Detroit,DTW,21,12/11/2016,"Detroit, MI",35,26,12,0.84,10.08,Michigan,11,2016
29,Flint,FNT,22,12/11/2016,"Flint, MI",34,24,12,0.63,9.64,Michigan,11,2016
28,Grand Rapids,GRR,22,12/11/2016,"Grand Rapids, MI",32,24,12,1.03,8.85,Michigan,11,2016
26,Houghton Lake,HTL,22,12/11/2016,"Houghton Lake, MI",30,21,12,0.69,9.01,Michigan,11,2016
29,Lansing,LAN,22,12/11/2016,"Lansing, MI",33,24,12,0.64,10,Michigan,11,2016
19,Marquette,MQT,0,12/11/2016,"Marquette, MI",25,12,12,0.57,0,Michigan,11,2016
31,Muskegon,MKG,24,12/11/2016,"Muskegon, MI",35,26,12,0.76,10.18,Michigan,11,2016
25,Sault Ste Marie,ANJ,17,12/11/2016,"Sault Ste Marie, MI",30,20,12,0.42,5.74,Michigan,11,2016
17,Duluth,DLH,23,12/11/2016,"Duluth, MN",22,12,12,0.6,10.52,Minnesota,11,2016
13,International Falls,INL,21,12/11/2016,"International Falls, MN",19,6,12,0.59,5.71,Minnesota,11,2016
20,Minneapolis,MSP,20,12/11/2016,"Minneapolis, MN",25,14,12,0.49,10.07,Minnesota,11,2016
17,Rochester,RST,20,12/11/2016,"Rochester, MN",22,12,12,0.63,12.65,Minnesota,11,2016
16,St Cloud,STC,19,12/11/2016,"St Cloud, MN",22,9,12,0.3,10.3,Minnesota,11,2016
42,Greenville,GLH,14,12/11/2016,"Greenville, MS",48,35,12,0.46,7.94,Mississippi,11,2016
42,Greenwood,GWO,14,12/11/2016,"Greenwood, MS",52,32,12,0.95,5.64,Mississippi,11,2016
53,Gulfport,GPT,12,12/11/2016,"Gulfport, MS",61,44,12,1.57,6.84,Mississippi,11,2016
49,Hattiesburg,HBG,13,12/11/2016,"Hattiesburg, MS",59,39,12,0.67,4.78,Mississippi,11,2016
47,Jackson,JAN,13,12/11/2016,"Jackson, MS",55,37,12,2.21,6.34,Mississippi,11,2016
47,Meridian,MEI,22,12/11/2016,"Meridian, MS",57,37,12,0.73,5.97,Mississippi,11,2016
40,Tupelo,TUP,20,12/11/2016,"Tupelo, MS",49,31,12,1.25,6.11,Mississippi,11,2016
33,Cape Girardeau,CGI,24,12/11/2016,"Cape Girardeau, MO",40,26,12,1.07,6.54,Missouri,11,2016
30,Columbia,COU,24,12/11/2016,"Columbia, MO",37,23,12,0.1,7.74,Missouri,11,2016
29,Kansas City,MCI,24,12/11/2016,"Kansas City, MO",36,20,12,0.07,7.17,Missouri,11,2016
30,Rolla/Vichy,VIH,24,12/11/2016,"Rolla/Vichy, MO",37,23,12,0.03,8,Missouri,11,2016
31,Springfield,SGF,18,12/11/2016,"Springfield, MO",39,23,12,0.09,7.81,Missouri,11,2016
27,St Joseph,STJ,25,12/11/2016,"St Joseph, MO",35,18,12,0,7.78,Missouri,11,2016
33,St Louis,STL,23,12/11/2016,"St Louis, MO",39,27,12,0.01,8.27,Missouri,11,2016
11,Billings,BIL,14,12/11/2016,"Billings, MT",18,2,12,0.28,5.37,Montana,11,2016
9,Butte,BTM,21,12/11/2016,"Butte, MT",19,-2,12,0.02,3.58,Montana,11,2016
-3,Cut Bank,CTB,22,12/11/2016,"Cut Bank, MT",3,-10,12,0.04,7.84,Montana,11,2016
12,Dillon,DLN,14,12/11/2016,"Dillon, MT",21,2,12,0.03,5.64,Montana,11,2016
1,Glasgow,GGW,25,12/11/2016,"Glasgow, MT",7,-5,12,0.21,15.1,Montana,11,2016
1,Great Falls,GTF,17,12/11/2016,"Great Falls, MT",7,-4,12,0.09,3.9,Montana,11,2016
0,Havre,HVR,18,12/11/2016,"Havre, MT",7,-6,12,0.22,8.12,Montana,11,2016
10,Helena,HLN,28,12/11/2016,"Helena, MT",16,3,12,0.19,4.07,Montana,11,2016
12,Kalispell,GPI,9,12/11/2016,"Kalispell, MT",17,6,12,0.7,7.2,Montana,11,2016
6,Miles City,MLS,20,12/11/2016,"Miles City, MT",14,-2,12,0.01,9.64,Montana,11,2016
18,Missoula,MSO,16,12/11/2016,"Missoula, MT",23,12,12,0.3,5.18,Montana,11,2016
21,Grand Island,GRI,25,12/11/2016,"Grand Island, NE",30,12,12,0.02,9.72,Nebraska,11,2016
24,Lincoln,LNK,25,12/11/2016,"Lincoln, NE",33,15,12,0,9.12,Nebraska,11,2016
19,Norfolk,OFK,24,12/11/2016,"Norfolk, NE",27,10,12,0.09,11.6,Nebraska,11,2016
22,North Platte,LBF,26,12/11/2016,"North Platte, NE",33,9,12,0.01,7.07,Nebraska,11,2016
24,Omaha,OMA,24,12/11/2016,"Omaha, NE",32,16,12,0.04,10.32,Nebraska,11,2016
18,Scottsbluff,BFF,21,12/11/2016,"Scottsbluff, NE",30,5,12,0.07,7.57,Nebraska,11,2016
17,Sidney,SNY,27,12/11/2016,"Sidney, NE",33,5,12,0.03,7.68,Nebraska,11,2016
13,Valentine,VTN,23,12/11/2016,"Valentine, NE",24,2,12,0.19,9.95,Nebraska,11,2016
27,Ely,ELY,18,12/11/2016,"Ely, NV",40,13,12,0.15,2.8,Nevada,11,2016
28,Eureka,P68,21,12/11/2016,"Eureka, NV",40,15,12,0.53,3.2,Nevada,11,2016
49,Las Vegas,LAS,17,12/11/2016,"Las Vegas, NV",58,40,12,0,1.62,Nevada,11,2016
44,Mercury,DRA,12,12/11/2016,"Mercury, NV",56,31,12,0,3.3,Nevada,11,2016
40,Reno,RNO,18,12/11/2016,"Reno, NV",51,29,12,0.39,3.21,Nevada,11,2016
29,Winnemucca,WMC,18,12/11/2016,"Winnemucca, NV",40,18,12,0.91,5.5,Nevada,11,2016
27,Concord,CON,24,12/11/2016,"Concord, NH",34,18,12,0.32,3.97,New Hampshire,11,2016
7,Mt. Washington,MWN,28,12/11/2016,"Mt. Washington, NH",12,0,12,1.32,39.51,New Hampshire,11,2016
37,Atlantic City,ACY,24,12/11/2016,"Atlantic City, NJ",45,29,12,1.08,6.78,New Jersey,11,2016
37,Newark,EWR,23,12/11/2016,"Newark, NJ",42,31,12,0.66,7.67,New Jersey,11,2016
38,Albuquerque,ABQ,12,12/11/2016,"Albuquerque, NM",49,27,12,0,2.85,New Mexico,11,2016
34,Clayton,CAO,25,12/11/2016,"Clayton, NM",49,19,12,0,7.27,New Mexico,11,2016
39,Roswell,ROW,18,12/11/2016,"Roswell, NM",52,25,12,0,3.22,New Mexico,11,2016
30,Albany,ALB,25,12/11/2016,"Albany, NY",37,23,12,0.28,5.31,New York,11,2016
26,Binghamton,BGM,23,12/11/2016,"Binghamton, NY",30,22,12,1.01,6.5,New York,11,2016
32,Buffalo,BUF,22,12/11/2016,"Buffalo, NY",36,27,12,0.77,10.88,New York,11,2016
29,Glens Falls,GFL,20,12/11/2016,"Glens Falls, NY",35,22,12,0.12,3.41,New York,11,2016
35,Islip,ISP,20,12/11/2016,"Islip, NY",42,28,12,0.52,6.42,New York,11,2016
39,New York,LGA,21,12/11/2016,"New York, NY",43,35,12,0.62,8.84,New York,11,2016
31,Rochester,ROC,23,12/11/2016,"Rochester, NY",36,25,12,0.86,8.71,New York,11,2016
29,Syracuse,SYR,21,12/11/2016,"Syracuse, NY",35,23,12,0.61,7.61,New York,11,2016
38,Asheville,AVL,29,12/11/2016,"Asheville, NC",46,30,12,0.74,6.34,North Carolina,11,2016
49,Cape Hatteras,HSE,22,12/11/2016,"Cape Hatteras, NC",57,41,12,1.7,3.47,North Carolina,11,2016
41,Charlotte,CLT,17,12/11/2016,"Charlotte, NC",50,31,12,1.04,3.57,North Carolina,11,2016
39,Greensboro,GSO,22,12/11/2016,"Greensboro, NC",48,29,12,0.82,4.62,North Carolina,11,2016
39,Hickory,HKY,21,12/11/2016,"Hickory, NC",47,29,12,0.77,2.82,North Carolina,11,2016
41,Raleigh/Durham,RDU,20,12/11/2016,"Raleigh/Durham, NC",50,32,12,0.97,2.47,North Carolina,11,2016
47,Wilmington,ILM,25,12/11/2016,"Wilmington, NC",58,36,12,2.16,5.28,North Carolina,11,2016
2,Bismarck,BIS,27,12/11/2016,"Bismarck, ND",9,-5,12,0.52,12.14,North Dakota,11,2016
-1,Dickinson,DIK,26,12/11/2016,"Dickinson, ND",5,-8,12,0.05,15.91,North Dakota,11,2016
12,Fargo,FAR,24,12/11/2016,"Fargo, ND",18,5,12,0.35,12.72,North Dakota,11,2016
10,Grand Forks,GFK,24,12/11/2016,"Grand Forks, ND",16,4,12,0.78,13.02,North Dakota,11,2016
0,Williston,ISN,22,12/11/2016,"Williston, ND",6,-7,12,0.33,11.56,North Dakota,11,2016
30,Akron,CAK,22,12/11/2016,"Akron, OH",34,25,12,0.94,9.57,Ohio,11,2016
31,Cleveland,CLE,21,12/11/2016,"Cleveland, OH",36,27,12,0.77,11.27,Ohio,11,2016
31,Columbus,CMH,22,12/11/2016,"Columbus, OH",35,26,12,0.69,7.57,Ohio,11,2016
29,Dayton,DAY,25,12/11/2016,"Dayton, OH",34,24,12,0.71,8.24,Ohio,11,2016
27,Mansfield,MFD,21,12/11/2016,"Mansfield, OH",32,23,12,1.11,9.07,Ohio,11,2016
